dato,sesong,mesterskap,konkurranse,sted,navn,kjønn,klasse,plassering,treff,bom,sammenlagt plassering,total poeng,total treff,tromscup poeng/treff
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Johannes Fuglem,Gutter,13-14,3.0,2.0,8.0,6.,321,20,60/2
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,August Foshaug,Gutter,13-14,8.0,2.0,8.0,7.,320,46,32/2
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Magnus Wassbakk,Gutter,13-14,,,,8.,272,27,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Sebastian Norman,Gutter,13-14,7.0,3.0,7.0,9.,137,16,36/3
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,David Rubach Uglehus,Gutter,13-14,1.0,8.0,2.0,1.,780,46,100/8
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Emil Skjellberg,Gutter,13-14,2.0,5.0,5.0,2.,740,54,80/5
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Bjørn-Anders Eriksen,Gutter,13-14,5.0,6.0,4.0,3.,495,56,45/6
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Andreas Lindgård Grønstrand,Gutter,13-14,8.0,2.0,8.0,4.,440,53,32/2
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Nikolai Carlos Ricardo Kroken,Gutter,13-14,6.0,5.0,5.0,5.,405,42,40/5
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Johannes Fuglem,Gutter,13-14,3.0,5.0,5.0,6.,321,20,60/5
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,August Foshaug,Gutter,13-14,9.0,5.0,5.0,7.,320,46,29/5
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Magnus Wassbakk,Gutter,13-14,4.0,7.0,3.0,8.,272,27,50/7
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Sebastian Norman,Gutter,13-14,7.0,7.0,3.0,9.,137,16,36/7
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,David Rubach Uglehus,Gutter,13-14,1.0,7.0,3.0,1.,780,46,100/7
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Emil Skjellberg,Gutter,13-14,2.0,4.0,6.0,2.,740,54,80/4
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Bjørn-Anders Eriksen,Gutter,13-14,4.0,6.0,4.0,3.,495,56,50/6
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Andreas Lindgård Grønstrand,Gutter,13-14,6.0,5.0,5.0,4.,440,53,40/5
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Nikolai Carlos Ricardo Kroken,Gutter,13-14,5.0,6.0,4.0,5.,405,42,45/6
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Johannes Fuglem,Gutter,13-14,3.0,3.0,7.0,6.,321,20,60/3
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,August Foshaug,Gutter,13-14,7.0,6.0,4.0,7.,320,46,36/6
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Magnus Wassbakk,Gutter,13-14,8.0,4.0,6.0,8.,272,27,32/4
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Sebastian Norman,Gutter,13-14,9.0,4.0,6.0,9.,137,16,29/4
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,David Rubach Uglehus,Gutter,13-14,,,,1.,780,46,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Emil Skjellberg,Gutter,13-14,1.0,8.0,2.0,2.,740,54,100/8
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Bjørn-Anders Eriksen,Gutter,13-14,2.0,5.0,5.0,3.,495,56,80/5
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Andreas Lindgård Grønstrand,Gutter,13-14,6.0,3.0,7.0,4.,440,53,40/3
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Nikolai Carlos Ricardo Kroken,Gutter,13-14,3.0,3.0,7.0,5.,405,42,60/3
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Johannes Fuglem,Gutter,13-14,,,,6.,321,20,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,August Foshaug,Gutter,13-14,5.0,6.0,4.0,7.,320,46,45/6
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Magnus Wassbakk,Gutter,13-14,4.0,3.0,7.0,8.,272,27,50/3
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Sebastian Norman,Gutter,13-14,7.0,2.0,8.0,9.,137,16,36/2
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
02.02.2020,2019/2020,KM,Normal,Bardu,David Rubach Uglehus,Gutter,13-14,1.0,5.0,5.0,1.,780,46,100/5
02.02.2020,2019/2020,KM,Normal,Bardu,Emil Skjellberg,Gutter,13-14,2.0,5.0,5.0,2.,740,54,80/5
02.02.2020,2019/2020,KM,Normal,Bardu,Bjørn-Anders Eriksen,Gutter,13-14,5.0,7.0,3.0,3.,495,56,45/7
02.02.2020,2019/2020,KM,Normal,Bardu,Andreas Lindgård Grønstrand,Gutter,13-14,3.0,7.0,3.0,4.,440,53,60/7
02.02.2020,2019/2020,KM,Normal,Bardu,Nikolai Carlos Ricardo Kroken,Gutter,13-14,6.0,4.0,6.0,5.,405,42,40/4
02.02.2020,2019/2020,KM,Normal,Bardu,Johannes Fuglem,Gutter,13-14,7.0,2.0,8.0,6.,321,20,36/2
02.02.2020,2019/2020,KM,Normal,Bardu,August Foshaug,Gutter,13-14,8.0,6.0,4.0,7.,320,46,32/6
02.02.2020,2019/2020,KM,Normal,Bardu,Magnus Wassbakk,Gutter,13-14,4.0,6.0,4.0,8.,272,27,50/6
02.02.2020,2019/2020,KM,Normal,Bardu,Sebastian Norman,Gutter,13-14,,,,9.,137,16,
02.02.2020,2019/2020,KM,Normal,Bardu,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
02.02.2020,2019/2020,KM,Normal,Bardu,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
22.02.2020,2019/2020,KM,Sprint,Nordreisa,David Rubach Uglehus,Gutter,13-14,2.0,2.0,8.0,1.,780,46,80/2
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Emil Skjellberg,Gutter,13-14,1.0,4.0,6.0,2.,740,54,100/4
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Bjørn-Anders Eriksen,Gutter,13-14,4.0,7.0,3.0,3.,495,56,50/7
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Andreas Lindgård Grønstrand,Gutter,13-14,5.0,6.0,4.0,4.,440,53,45/6
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Nikolai Carlos Ricardo Kroken,Gutter,13-14,3.0,6.0,4.0,5.,405,42,60/6
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Johannes Fuglem,Gutter,13-14,,,,6.,321,20,
22.02.2020,2019/2020,KM,Sprint,Nordreisa,August Foshaug,Gutter,13-14,6.0,7.0,3.0,7.,320,46,40/7
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Magnus Wassbakk,Gutter,13-14,,,,8.,272,27,
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Sebastian Norman,Gutter,13-14,,,,9.,137,16,
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
22.02.2020,2019/2020,KM,Sprint,Nordreisa,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,David Rubach Uglehus,Gutter,13-14,3.0,4.0,6.0,1.,780,46,60/4
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Emil Skjellberg,Gutter,13-14,1.0,6.0,4.0,2.,740,54,100/6
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Bjørn-Anders Eriksen,Gutter,13-14,6.0,4.0,6.0,3.,495,56,40/4
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Andreas Lindgård Grønstrand,Gutter,13-14,2.0,9.0,1.0,4.,440,53,80/9
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Nikolai Carlos Ricardo Kroken,Gutter,13-14,4.0,6.0,4.0,5.,405,42,50/6
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Johannes Fuglem,Gutter,13-14,,,,6.,321,20,
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,August Foshaug,Gutter,13-14,5.0,5.0,5.0,7.,320,46,45/5
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Magnus Wassbakk,Gutter,13-14,,,,8.,272,27,
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Sebastian Norman,Gutter,13-14,,,,9.,137,16,
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Patrik Eidissen Storbakk,Gutter,13-14,,,,10.,76,6,
23.02.2020,2019/2020,KM,Fellesstart,Nordreisa,Erlend Holter Nilssen,Gutter,13-14,,,,11.,50,6,
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,David Rubach Uglehus,Gutter,13-14,1.0,8.0,2.0,1.,780,46,100/8
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Emil Skjellberg,Gutter,13-14,2.0,7.0,3.0,2.,740,54,80/7
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Bjørn-Anders Eriksen,Gutter,13-14,3.0,8.0,2.0,3.,495,56,60/8
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Andreas Lindgård Grønstrand,Gutter,13-14,5.0,7.0,3.0,4.,440,53,45/7
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Nikolai Carlos Ricardo Kroken,Gutter,13-14,,,,5.,405,42,
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Johannes Fuglem,Gutter,13-14,,,,6.,321,20,
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,August Foshaug,Gutter,13-14,,,,7.,320,46,
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Magnus Wassbakk,Gutter,13-14,,,,8.,272,27,
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Sebastian Norman,Gutter,13-14,,,,9.,137,16,
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Patrik Eidissen Storbakk,Gutter,13-14,6.0,5.0,5.0,10.,76,6,40/5
07.03.2020,2019/2020,tromscup,Normal,Bjerkvik,Erlend Holter Nilssen,Gutter,13-14,4.0,6.0,4.0,11.,50,6,50/6
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Sivert Silsand Gerhardsen,Gutter,15-16,3.0,6.0,4.0,1.,740,64,60/6
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Ole-Kristian Saltvik Kvanli,Gutter,15-16,1.0,7.0,3.0,2.,720,63,100/7
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Vegard Brones Stenersen,Gutter,15-16,1.0,9.0,1.0,3.,620,66,100/9
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Ola Huglen,Gutter,15-16,5.0,5.0,5.0,4.,480,52,45/5
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Marius Eriksen Lund,Gutter,15-16,4.0,8.0,2.0,5.,390,57,50/8
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Morten Pettersen,Gutter,15-16,6.0,3.0,7.0,6.,372,51,40/3
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Ivar Eldor Finbakken,Gutter,15-16,9.0,5.0,5.0,7.,291,45,29/5
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Jonas Fuglem,Gutter,15-16,7.0,2.0,8.0,8.,220,14,36/2
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Peter Nystu,Gutter,15-16,8.0,6.0,4.0,9.,197,25,32/6
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Casper Marinius Jensen Jakobsen,Gutter,15-16,11.0,1.0,9.0,10.,125,14,24/1
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Loke Lynum,Gutter,15-16,10.0,9.0,1.0,11.,62,13,26/9
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Eirik Frost,Gutter,15-16,,,,12.,40,2,
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
01.12.2019,2019/2020,tromscup,Sprint,Målselvs,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Sivert Silsand Gerhardsen,Gutter,15-16,3.0,6.0,4.0,1.,740,64,60/6
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Ole-Kristian Saltvik Kvanli,Gutter,15-16,4.0,5.0,5.0,2.,720,63,50/5
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Vegard Brones Stenersen,Gutter,15-16,1.0,10.0,0.0,3.,620,66,100/10
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Ola Huglen,Gutter,15-16,2.0,10.0,0.0,4.,480,52,80/10
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Marius Eriksen Lund,Gutter,15-16,5.0,7.0,3.0,5.,390,57,45/7
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Morten Pettersen,Gutter,15-16,6.0,7.0,3.0,6.,372,51,40/7
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Ivar Eldor Finbakken,Gutter,15-16,7.0,5.0,5.0,7.,291,45,36/5
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Jonas Fuglem,Gutter,15-16,,,,8.,220,14,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Peter Nystu,Gutter,15-16,,,,9.,197,25,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Casper Marinius Jensen Jakobsen,Gutter,15-16,,,,10.,125,14,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Loke Lynum,Gutter,15-16,,,,11.,62,13,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Eirik Frost,Gutter,15-16,,,,12.,40,2,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
07.12.2019,2019/2020,tromscup,Normal,Tromsø,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Sivert Silsand Gerhardsen,Gutter,15-16,1.0,9.0,1.0,1.,740,64,100/9
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Ole-Kristian Saltvik Kvanli,Gutter,15-16,2.0,9.0,1.0,2.,720,63,80/9
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Vegard Brones Stenersen,Gutter,15-16,6.0,4.0,6.0,3.,620,66,40/4
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Ola Huglen,Gutter,15-16,3.0,6.0,4.0,4.,480,52,60/6
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Marius Eriksen Lund,Gutter,15-16,,,,5.,390,57,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Morten Pettersen,Gutter,15-16,4.0,7.0,3.0,6.,372,51,50/7
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Ivar Eldor Finbakken,Gutter,15-16,,,,7.,291,45,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Jonas Fuglem,Gutter,15-16,,,,8.,220,14,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Peter Nystu,Gutter,15-16,5.0,5.0,5.0,9.,197,25,45/5
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Casper Marinius Jensen Jakobsen,Gutter,15-16,,,,10.,125,14,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Loke Lynum,Gutter,15-16,,,,11.,62,13,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Eirik Frost,Gutter,15-16,,,,12.,40,2,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
28.12.2019,2019/2020,tromscup,Normal,Nordreisa,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Sivert Silsand Gerhardsen,Gutter,15-16,1.0,10.0,0.0,1.,740,64,100/10
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Ole-Kristian Saltvik Kvanli,Gutter,15-16,4.0,6.0,4.0,2.,720,63,50/6
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Vegard Brones Stenersen,Gutter,15-16,3.0,8.0,2.0,3.,620,66,60/8
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Ola Huglen,Gutter,15-16,2.0,9.0,1.0,4.,480,52,80/9
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Marius Eriksen Lund,Gutter,15-16,5.0,7.0,3.0,5.,390,57,45/7
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Morten Pettersen,Gutter,15-16,,,,6.,372,51,
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Ivar Eldor Finbakken,Gutter,15-16,6.0,8.0,2.0,7.,291,45,40/8
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Jonas Fuglem,Gutter,15-16,7.0,2.0,8.0,8.,220,14,36/2
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Peter Nystu,Gutter,15-16,,,,9.,197,25,
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Casper Marinius Jensen Jakobsen,Gutter,15-16,8.0,4.0,6.0,10.,125,14,32/4
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Loke Lynum,Gutter,15-16,,,,11.,62,13,
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Eirik Frost,Gutter,15-16,,,,12.,40,2,
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
05.01.2020,2019/2020,tromscup,Normal,Bjerkvik,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Sivert Silsand Gerhardsen,Gutter,15-16,2.0,5.0,5.0,1.,740,64,80/5
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Ole-Kristian Saltvik Kvanli,Gutter,15-16,1.0,6.0,4.0,2.,720,63,100/6
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Vegard Brones Stenersen,Gutter,15-16,5.0,6.0,4.0,3.,620,66,45/6
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Ola Huglen,Gutter,15-16,4.0,5.0,5.0,4.,480,52,50/5
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Marius Eriksen Lund,Gutter,15-16,3.0,7.0,3.0,5.,390,57,60/7
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Morten Pettersen,Gutter,15-16,8.0,5.0,5.0,6.,372,51,32/5
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Ivar Eldor Finbakken,Gutter,15-16,7.0,8.0,2.0,7.,291,45,36/8
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Jonas Fuglem,Gutter,15-16,6.0,3.0,7.0,8.,220,14,40/3
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Peter Nystu,Gutter,15-16,,,,9.,197,25,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Casper Marinius Jensen Jakobsen,Gutter,15-16,9.0,5.0,5.0,10.,125,14,29/5
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Loke Lynum,Gutter,15-16,,,,11.,62,13,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Eirik Frost,Gutter,15-16,,,,12.,40,2,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
11.01.2020,2019/2020,tromscup,Fellesstart,Målselvs,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Sivert Silsand Gerhardsen,Gutter,15-16,3.0,7.0,3.0,1.,740,64,60/7
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Ole-Kristian Saltvik Kvanli,Gutter,15-16,1.0,8.0,2.0,2.,720,63,100/8
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Vegard Brones Stenersen,Gutter,15-16,4.0,6.0,4.0,3.,620,66,50/6
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Ola Huglen,Gutter,15-16,8.0,1.0,9.0,4.,480,52,32/1
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Marius Eriksen Lund,Gutter,15-16,5.0,6.0,4.0,5.,390,57,45/6
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Morten Pettersen,Gutter,15-16,6.0,5.0,5.0,6.,372,51,40/5
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Ivar Eldor Finbakken,Gutter,15-16,9.0,4.0,6.0,7.,291,45,29/4
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Jonas Fuglem,Gutter,15-16,7.0,2.0,8.0,8.,220,14,36/2
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Peter Nystu,Gutter,15-16,2.0,8.0,2.0,9.,197,25,80/8
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Casper Marinius Jensen Jakobsen,Gutter,15-16,,,,10.,125,14,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Loke Lynum,Gutter,15-16,,,,11.,62,13,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Eirik Frost,Gutter,15-16,,,,12.,40,2,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
18.01.2020,2019/2020,tromscup,Sprint,Tromsø,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Sivert Silsand Gerhardsen,Gutter,15-16,1.0,7.0,3.0,1.,740,64,100/7
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Ole-Kristian Saltvik Kvanli,Gutter,15-16,3.0,7.0,3.0,2.,720,63,60/7
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Vegard Brones Stenersen,Gutter,15-16,4.0,7.0,3.0,3.,620,66,50/7
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Ola Huglen,Gutter,15-16,7.0,5.0,5.0,4.,480,52,36/5
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Marius Eriksen Lund,Gutter,15-16,5.0,7.0,3.0,5.,390,57,45/7
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Morten Pettersen,Gutter,15-16,2.0,10.0,0.0,6.,372,51,80/10
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Ivar Eldor Finbakken,Gutter,15-16,9.0,6.0,4.0,7.,291,45,29/6
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Jonas Fuglem,Gutter,15-16,8.0,1.0,9.0,8.,220,14,32/1
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Peter Nystu,Gutter,15-16,6.0,6.0,4.0,9.,197,25,40/6
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Casper Marinius Jensen Jakobsen,Gutter,15-16,,,,10.,125,14,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Loke Lynum,Gutter,15-16,,,,11.,62,13,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Eirik Frost,Gutter,15-16,,,,12.,40,2,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
19.01.2020,2019/2020,tromscup,Fellesstart,Tromsø,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Sivert Silsand Gerhardsen,Gutter,15-16,5.0,3.0,7.0,1.,740,64,45/3
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Ole-Kristian Saltvik Kvanli,Gutter,15-16,1.0,6.0,4.0,2.,720,63,100/6
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Vegard Brones Stenersen,Gutter,15-16,2.0,7.0,3.0,3.,620,66,80/7
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Ola Huglen,Gutter,15-16,3.0,5.0,5.0,4.,480,52,60/5
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Marius Eriksen Lund,Gutter,15-16,4.0,7.0,3.0,5.,390,57,50/7
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Morten Pettersen,Gutter,15-16,,,,6.,372,51,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Ivar Eldor Finbakken,Gutter,15-16,6.0,5.0,5.0,7.,291,45,40/5
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Jonas Fuglem,Gutter,15-16,,,,8.,220,14,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Peter Nystu,Gutter,15-16,,,,9.,197,25,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Casper Marinius Jensen Jakobsen,Gutter,15-16,,,,10.,125,14,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Loke Lynum,Gutter,15-16,7.0,4.0,6.0,11.,62,13,36/4
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Eirik Frost,Gutter,15-16,,,,12.,40,2,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Erik Gundersen Kvernmo,Gutter,15-16,,,,13.,32,2,
01.02.2020,2019/2020,tromscup,Fellesstart,Laksvatn,Sander Friid Grandhagen,Gutter,15-16,,,,14.,29,1,
02.02.2020,2019/2020,KM,Normal,Bardu,Sivert Silsand Gerhardsen,Gutter,15-16,1.0,8.0,2.0,1.,740,64,100/8
02.02.2020,2019/2020,KM,Normal,Bardu,Ole-Kristian Saltvik Kvanli,Gutter,15-16,2.0,8.0,2.0,2.,720,63,80/8
02.02.2020,2019/2020,KM,Normal,Bardu,Vegard Brones Stenersen,Gutter,15-16,3.0,8.0,2.0,3.,620,66,60/8
02.02.2020,2019/2020,KM,Normal,Bardu,Ola Huglen,Gutter,15-16,4.0,5.0,5.0,4.,480,52,50/5
02.02.2020,2019/2020,KM,Normal,Bardu,Marius Eriksen Lund,Gutter,15-16,5.0,6.0,4.0,5.,390,57,45/6
02.02.2020,2019/2020,KM,Normal,Bardu,Morten Pettersen,Gutter,15-16,,,,6.,372,51,
