Number;Firstname;Surname;Birthday;Gender;Club;Nation;Type;Class;Starttime;Finish;RankValue;ExitStatus;Rank;RankPoints;Participated;ContestantId;Team;TotalPoints;TotalTime;TotalTimeFormatted;TotalDiffTimeFormatted;BonusSeconds;ClassId;DNB Cup 3/Junior Cup 1 normal-Points;DNB Cup 3/Junior Cup 1 normal-Time;DNB Cup 3/Junior Cup 1 normal-TimeFormatted;DNB Cup 3/Junior Cup 1 normal-DiffTimeFormatted;DNB Cup 3/Junior Cup 1 sprint-Points;DNB Cup 3/Junior Cup 1 sprint-Time;DNB Cup 3/Junior Cup 1 sprint-TimeFormatted;DNB Cup 3/Junior Cup 1 sprint-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NSSF JR Cup 2 K18-19 liste-Points;NSSF JR Cup 2 K18-19 liste-Time;NSSF JR Cup 2 K18-19 liste-TimeFormatted;NSSF JR Cup 2 K18-19 liste-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NM JR /JR Cup 2 K18-19-Points;NM JR /JR Cup 2 K18-19-Time;NM JR /JR Cup 2 K18-19-TimeFormatted;NM JR /JR Cup 2 K18-19-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-Points;DNB Cup 5 / Junior Cup 3 Sprint-Time;DNB Cup 5 / Junior Cup 3 Sprint-TimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-Points;DNB Cup 5 / Junior Cup 3  Normal-Time;DNB Cup 5 / Junior Cup 3  Normal-TimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-DiffTimeFormatted;NM Normal -Senior, NM Normal - Junior-Points;NM Normal -Senior, NM Normal - Junior-Time;NM Normal -Senior, NM Normal - Junior-TimeFormatted;NM Normal -Senior, NM Normal - Junior-DiffTimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-Points;DNB Cup 6/Junior Cup 4, 10.03.2018-Time;DNB Cup 6/Junior Cup 4, 10.03.2018-TimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-DiffTimeFormatted;Junior Cup 4 - Sprint M19-Points;Junior Cup 4 - Sprint M19-Time;Junior Cup 4 - Sprint M19-TimeFormatted;Junior Cup 4 - Sprint M19-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-Points;Junior Cup finale 5 - Fellesstart 17-19år-Time;Junior Cup finale 5 - Fellesstart 17-19år-TimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-Points;Junior Cup finale 5 - Fellesstart 19-21år-Time;Junior Cup finale 5 - Fellesstart 19-21år-TimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-DiffTimeFormatted
129;Knut Ola;Bredalen;0;m;Åsnes Skiskytterlag;NO;Serie;M18;00:00:00.000;Mål;117.0;OK;20;0;7;694744;NTG-G;117.0;13606470;3:46:46.4;23:24.570;0;418644;NOR;14.0;2716660;45:16.6;5:52.3;3.0;1587200;26:27.2;3:48.0;18.0;1872300;31:12.3;1:51.8;;;;;13.0;1319400;21:59.4;1:30.2;;;;;15.0;1223700;20:23.7;1:55.5;29.0;2071970;34:31.9;1:55.4;6.0;2552500;42:32.5;5:58.9;4.0;1415430;23:35.4;2:46.6;;;;;22.0;1849940;30:49.9;1:17.7;;;;
130;Iver Overgård;Fremstad;0;m;Byåsen Skiskytterlag;NO;Serie;M18;00:00:00.000;Mål;110.0;OK;21;0;7;389369;Trondheim Biathlon Team;110.0;13698830;3:48:18.8;24:56.930;0;418644;NOR;12.0;2718410;45:18.4;5:54.1;0.0;1591900;26:31.9;3:52.7;12.0;1918800;31:58.8;2:38.3;;;;;26.0;1278700;21:18.7;0:49.5;;;;;12.0;1227400;20:27.4;1:59.2;21.0;2103210;35:03.2;2:26.7;12.0;2503200;41:43.2;5:09.6;3.0;1420540;23:40.5;2:51.7;;;;;15.0;1949110;32:29.1;2:56.9;;;;
131;Eivind Bogen;Brurok;0;m;Trondhjems Skiskyttere;NO;Serie;M18;00:00:00.000;Mål;89.0;OK;22;0;7;414907;Heimdal vgs;89.0;11905620;3:18:25.6;4:56.280;0;418644;NOR;3.0;2761810;46:01.8;6:37.5;18.0;1505300;25:05.3;2:26.1;5.0;1979300;32:59.3;3:38.8;;;;;21.0;1289200;21:29.2;1:00.0;;;;;4.0;1252200;20:52.2;2:24.0;0.0;2293830;38:13.8;5:37.3;13.0;2500400;41:40.4;5:06.8;22.0;1330170;22:10.1;1:21.3;;;;;6.0;2049050;34:09.0;4:36.8;;;;
132;Kristian Aleksander;TORESEN;0;m;Oslo Skiskytterlag;NO;Serie;M18;00:00:00.000;Mål;84.0;OK;23;0;7;694749;Wang Toppidrett;84.0;12916750;3:35:16.7;11:54.850;0;418644;NOR;13.0;2717420;45:17.4;5:53.1;2.0;1588000;26:28.0;3:48.8;8.0;1949700;32:29.7;3:09.2;;;;;22.0;1289000;21:29.0;0:59.8;;;;;10.0;1233800;20:33.8;2:05.6;15.0;2188960;36:28.9;3:52.4;;;;;;;;;;;;;14.0;1949870;32:29.8;2:57.6;;;;
133;Erlend;Solvang;0;m;Hålandsdal IL;NO;Serie;M18;00:00:00.000;Mål;66.0;OK;24;0;7;694773;Team Glalaks;66.0;13145200;3:39:05.2;15:43.300;0;418644;NOR;0.0;2880000;48:00.0;8:35.7;0.0;1618400;26:58.4;4:19.2;1.0;1999100;33:19.1;3:58.6;;;;;19.0;1295100;21:35.1;1:05.9;;;;;17.0;1220600;20:20.6;1:52.4;18.0;2178390;36:18.3;3:41.8;0.0;2785000;46:25.0;9:51.4;9.0;1384440;23:04.4;2:15.6;;;;;2.0;2187570;36:27.5;6:55.3;;;;
134;Jo Eivind;Nilssen;0;m;Øystre Slidre SSL;NO;Serie;M18;00:00:00.000;Mål;65.0;OK;25;0;7;792186;Team Valdres Ski;65.0;13542480;3:45:42.4;22:20.580;0;418644;NOR;0.0;2907030;48:27.0;9:02.7;21.0;1489500;24:49.5;2:10.3;0.0;2040500;34:00.5;4:40.0;;;;;0.0;1438900;23:58.9;3:29.7;;;;;7.0;1243500;20:43.5;2:15.3;0.0;2302670;38:22.6;5:46.1;16.0;2495200;41:35.2;5:01.6;12.0;1366820;22:46.8;1:58.0;;;;;9.0;1999930;33:19.9;3:47.7;;;;
135;Markus;Nilsen;0;m;Vingrom IL;NO;Serie;M18;00:00:00.000;Mål;56.0;OK;26;0;7;694764;NTG-L;56.0;14237260;3:57:17.2;33:55.360;0;418644;NOR;0.0;2846290;47:26.2;8:01.9;0.0;1681300;28:01.3;5:22.1;14.0;1906400;31:46.4;2:25.9;;;;;2.0;1372900;22:52.9;2:23.7;;;;;0.0;1298600;21:38.6;3:10.4;2.0;2262590;37:42.5;5:06.0;17.0;2484000;41:24.0;4:50.4;13.0;1364780;22:44.7;1:55.9;;;;;8.0;2000300;33:20.3;3:48.1;;;;
136;Eivind;Sporaland;0;m;Figgjo IL;NO;Serie;M18;00:00:00.000;Mål;51.0;OK;27;0;7;3740349;Team iSandnes;51.0;14570500;4:02:50.5;39:28.600;0;418644;NOR;0.0;2925040;48:45.0;9:20.7;10.0;1553400;25:53.4;3:14.2;10.0;1936000;32:16.0;2:55.5;;;;;0.0;1378500;22:58.5;2:29.3;;;;;;;;;9.0;2231700;37:11.7;4:35.2;3.0;2574000;42:54.0;6:20.4;6.0;1400460;23:20.4;2:31.6;;;;;13.0;1949900;32:29.9;2:57.7;;;;
137;Andreas Striger;Halset;0;m;Byåsen Skiskytterlag;NO;Serie;M18;00:00:00.000;Mål;49.0;OK;28;0;7;4707961;NTG-L;49.0;13125770;3:38:45.7;15:23.870;0;418644;NOR;0.0;2799990;46:39.9;7:15.6;0.0;1662200;27:42.2;5:03.0;2.0;1993200;33:13.2;3:52.7;;;;;16.0;1311500;21:51.5;1:22.3;;;;;9.0;1234900;20:34.9;2:06.7;11.0;2218510;36:58.5;4:22.0;0.0;2638000;43:58.0;7:24.4;10.0;1378090;22:58.0;2:09.2;;;;;1.0;2189580;36:29.5;6:57.3;;;;
138;Per Hansen;Austjord;0;m;Fyresdal Skiskyttarlag;NO;Serie;M18;00:00:00.000;Mål;45.0;OK;29;0;7;2123259;Sirdal Ski;45.0;13722790;3:48:42.7;25:20.890;0;418644;NOR;32.0;2534120;42:14.1;2:49.8;0.0;1619900;26:59.9;4:20.7;0.0;2035900;33:55.9;4:35.4;;;;;9.0;1334400;22:14.4;1:45.2;;;;;;;;;;;;;0.0;2622300;43:42.3;7:08.7;0.0;1476850;24:36.8;3:48.0;;;;;4.0;2099320;34:59.3;5:27.1;;;;
139;Håkon;Nordmo;0;m;Målselvs Skiskyttere;NO;Serie;M18;00:00:00.000;Mål;41.0;OK;30;0;7;616774;Team Troms & Finnmark;41.0;13688080;3:48:08.0;24:46.180;0;418644;NOR;16.0;2675500;44:35.5;5:11.2;1.0;1590300;26:30.3;3:51.1;13.0;1916400;31:56.4;2:35.9;;;;;0.0;1400600;23:20.6;2:51.4;;;;;;;;;;;;;0.0;2610400;43:30.4;6:56.8;8.0;1388290;23:08.2;2:19.4;;;;;3.0;2106590;35:06.5;5:34.3;;;;
140;Jørgen;Strøm;0;m;Alta Skiskytterlag;NO;Serie;M18;00:00:00.000;Mål;36.0;OK;31;0;4;520943;;36.0;7230580;2:00:30.5;Mangler 3;0;418644;NOR;;;;;;;;;3.0;1987900;33:07.9;3:47.4;;;;;12.0;1321600;22:01.6;1:32.4;;;;;;;;;;;;;21.0;2428000;40:28.0;3:54.4;0.0;1493080;24:53.0;4:04.2;;;;;;;;;;;;
141;Eirik;Nome;0;m;Marnardal IL;NO;Serie;M18;00:00:00.000;Mål;34.0;OK;32;0;6;694787;;34.0;11076050;3:04:36.0;Mangler 1;0;418644;NOR;;;;;;;;;7.0;1952000;32:32.0;3:11.5;;;;;18.0;1299900;21:39.9;1:10.7;;;;;2.0;1254000;20:54.0;2:25.8;7.0;2236660;37:16.6;4:40.1;0.0;2889700;48:09.7;11:36.1;0.0;1443790;24:03.7;3:14.9;;;;;;;;;;;;
142;Håkon;Sørhuus;0;m;Trysilgutten IL;NO;Serie;M18;00:00:00.000;Mål;34.0;OK;33;0;7;694748;Snow Team Trysil;34.0;13880480;3:51:20.4;27:58.580;0;418644;NOR;4.0;2757880;45:57.8;6:33.5;16.0;1522400;25:22.4;2:43.2;0.0;2065900;34:25.9;5:05.4;;;;;0.0;1470600;24:30.6;4:01.4;;;;;0.0;1268000;21:08.0;2:39.8;10.0;2223700;37:03.7;4:27.2;4.0;2572000;42:52.0;6:18.4;0.0;1447210;24:07.2;3:18.4;;;;;;;;;;;;
143;Martin;Kaasen;0;m;Nordreisa IL;NO;Serie;M18;00:00:00.000;Mål;32.0;OK;34;0;4;694757;;32.0;7893470;2:11:33.4;Mangler 3;0;418644;NOR;26.0;2543690;42:23.6;2:59.3;6.0;1579300;26:19.3;3:40.1;0.0;0;0:00.0;29:20.5;;;;;;;;;;;;;0.0;1337700;22:17.7;3:49.5;0.0;2432780;40:32.7;7:56.2;;;;;;;;;;;;;;;;;;;;
144;Torjus;Johansen;0;m;Bossekop UL - Skiskyting;NO;Serie;M18;00:00:00.000;Mål;29.0;OK;35;0;6;694750;Team Troms & Finnmark;29.0;11719560;3:15:19.5;Mangler 1;0;418644;NOR;1.0;2781740;46:21.7;6:57.4;12.0;1552200;25:52.2;3:13.0;11.0;1922000;32:02.0;2:41.5;;;;;0.0;1424900;23:44.9;3:15.7;;;;;;;;;;;;;5.0;2556500;42:36.5;6:02.9;0.0;1482220;24:42.2;3:53.4;;;;;;;;;;;;
145;Vegard Øverli;Berg;0;m;Svene IL;NO;Serie;M18;00:00:00.000;Mål;22.0;OK;36;0;7;3642888;Team Skiguard Buskerud;22.0;14246810;3:57:26.8;34:04.910;0;418644;NOR;0.0;3035050;50:35.0;11:10.7;0.0;1683000;28:03.0;5:23.8;0.0;2084700;34:44.7;5:24.2;;;;;0.0;1453200;24:13.2;3:44.0;;;;;1.0;1254700;20:54.7;2:26.5;13.0;2204860;36:44.8;4:08.3;8.0;2531300;42:11.3;5:37.7;0.0;1467750;24:27.7;3:38.9;;;;;;;;;;;;
146;Kristian;Aasbø;0;m;Gjerstad IL;NO;Serie;M18;00:00:00.000;Mål;21.0;OK;37;0;6;694754;Sirdal Ski;21.0;11445390;3:10:45.3;Mangler 1;0;418644;NOR;6.0;2750410;45:50.4;6:26.1;11.0;1552300;25:52.3;3:13.1;4.0;1985400;33:05.4;3:44.9;;;;;0.0;1396800;23:16.8;2:47.6;;;;;0.0;1398100;23:18.1;4:49.9;0.0;2362380;39:22.3;6:45.8;;;;;;;;;;;;;;;;;;;;
147;Ludvig;Amundsen;0;m;Tretten Skiskytterlag;NO;Serie;M18;00:00:00.000;Mål;21.0;OK;38;0;7;4517698;NTG-L;21.0;13818210;3:50:18.2;26:56.310;0;418644;NOR;8.0;2739300;45:39.3;6:15.0;0.0;1591900;26:31.9;3:52.7;0.0;2006500;33:26.5;4:06.0;;;;;3.0;1367200;22:47.2;2:18.0;;;;;0.0;1291500;21:31.5;3:03.3;0.0;2302810;38:22.8;5:46.3;10.0;2519000;41:59.0;5:25.4;0.0;1460050;24:20.0;3:31.2;;;;;;;;;;;;
148;Eivind;Fjærbu;0;m;Froland IL;NO;Serie;M18;00:00:00.000;Mål;15.0;OK;39;0;6;2125712;;15.0;12079960;3:21:19.9;Mangler 1;0;418644;NOR;7.0;2747640;45:47.6;6:23.3;0.0;1670400;27:50.4;5:11.2;0.0;2215900;36:55.9;7:35.4;;;;;8.0;1338400;22:18.4;1:49.2;;;;;;;;;;;;;0.0;2665300;44:25.3;7:51.7;0.0;1442320;24:02.3;3:13.5;;;;;;;;;;;;
149;Axel Kristian;Rundhaug;0;m;Skonseng UL;NO;Serie;M18;00:00:00.000;Mål;15.0;OK;39;0;7;941485;;15.0;14305980;3:58:25.9;35:04.080;0;418644;NOR;0.0;2863820;47:43.8;8:19.5;0.0;1619600;26:59.6;4:20.4;0.0;2154000;35:54.0;6:33.5;;;;;0.0;1440500;24:00.5;3:31.3;;;;;8.0;1238300;20:38.3;2:10.1;7.0;2236660;37:16.6;4:40.1;0.0;2753100;45:53.1;9:19.5;0.0;1485740;24:45.7;3:56.9;;;;;;;;;;;;
150;Patrick;Lunde;0;m;Vingrom IL;NO;Serie;M18;00:00:00.000;Mål;14.0;OK;41;0;7;356913;Meråker vgs;14.0;14613580;4:03:33.5;40:11.680;0;418644;NOR;0.0;2902720;48:22.7;8:58.4;0.0;1846000;30:46.0;8:06.8;0.0;2168800;36:08.8;6:48.3;;;;;0.0;1392100;23:12.1;2:42.9;;;;;14.0;1224400;20:24.4;1:56.2;0.0;2470860;41:10.8;8:34.3;0.0;2608700;43:28.7;6:55.1;0.0;1479460;24:39.4;3:50.6;;;;;;;;;;;;
151;Sindre;Sundhaugen;0;m;Østre Toten Skilag;NO;Serie;M18;00:00:00.000;Mål;10.0;OK;42;0;4;571964;Team Lygna skiskyting;10.0;8179240;2:16:19.2;Mangler 3;0;418644;NOR;0.0;3144540;52:24.5;13:00.2;0.0;1614000;26:54.0;4:14.8;0.0;2091100;34:51.1;5:30.6;;;;;10.0;1329600;22:09.6;1:40.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Ørjan;Moseng;0;m;Røros IL;NO;Serie;M18;00:00:00.000;Mål;9.0;OK;43;0;5;414250;NTG-L;9.0;10427260;2:53:47.2;Mangler 2;0;418644;NOR;9.0;2730750;45:30.7;6:06.4;;;;;;;;;;;;;;;;;;;;;0.0;1328400;22:08.4;3:40.2;0.0;2291020;38:11.0;5:34.5;0.0;2642400;44:02.4;7:28.8;0.0;1434690;23:54.6;3:05.8;;;;;;;;;;;;
153;Håkon Hauge;Gunnes;0;m;Trondhjems Skiskyttere;NO;Serie;M18;00:00:00.000;Mål;9.0;OK;44;0;7;4692833;Trondheim Biathlon Team;9.0;14014670;3:53:34.6;30:12.770;0;418644;NOR;0.0;2799170;46:39.1;7:14.8;0.0;1625800;27:05.8;4:26.6;0.0;2030400;33:50.4;4:29.9;;;;;0.0;1457900;24:17.9;3:48.7;;;;;3.0;1253900;20:53.9;2:25.7;4.0;2251500;37:31.5;4:55.0;2.0;2596000;43:16.0;6:42.4;0.0;1499630;24:59.6;4:10.8;;;;;;;;;;;;
154;Halvor;Brønstad;0;m;Steinkjer Skiklubb;NO;Serie;M18;00:00:00.000;Mål;8.0;OK;45;0;6;2717801;;8.0;11405420;3:10:05.4;Mangler 1;0;418644;NOR;;;;;;;;;0.0;2269900;37:49.9;8:29.4;;;;;0.0;1511100;25:11.1;4:41.9;;;;;0.0;1324800;22:04.8;3:36.6;3.0;2257190;37:37.1;5:00.6;0.0;2630000;43:50.0;7:16.4;5.0;1412430;23:32.4;2:43.6;;;;;;;;;;;;
155;Mathias Røiseng;Aksnes;0;m;Stiklestad IL;NO;Serie;M18;00:00:00.000;Mål;7.0;OK;46;0;6;2224339;Meråker vgs;7.0;12153840;3:22:33.8;Mangler 1;0;418644;NOR;0.0;3346580;55:46.5;16:22.2;0.0;0;0:00.0;22:39.2;0.0;2039200;33:59.2;4:38.7;;;;;0.0;1509900;25:09.9;4:40.7;;;;;0.0;1384900;23:04.9;4:36.7;0.0;2482320;41:22.3;8:45.8;0.0;2651200;44:11.2;7:37.6;7.0;1390940;23:10.9;2:22.1;;;;;;;;;;;;
156;Thomas Oliver Wallin;Higgins;0;m;Bærums Skiklub;NO;Serie;M18;00:00:00.000;Mål;6.0;OK;47;0;4;4498735;;6.0;7659170;2:07:39.1;Mangler 3;0;418644;NOR;;;;;;;;;6.0;1976000;32:56.0;3:35.5;;;;;0.0;1398200;23:18.2;2:49.0;;;;;;;;;;;;;0.0;2775800;46:15.8;9:42.2;0.0;1509170;25:09.1;4:20.3;;;;;;;;;;;;
157;Håvard Heie;Bjørndal;0;m;Hålandsdal IL;NO;Serie;M18;00:00:00.000;Mål;6.0;OK;47;0;6;4580391;;6.0;11168440;3:06:08.4;Mangler 1;0;418644;NOR;;;;;;;;;0.0;2045500;34:05.5;4:45.0;;;;;0.0;1385500;23:05.5;2:36.3;;;;;6.0;1246100;20:46.1;2:17.9;0.0;2279940;37:59.9;5:23.4;0.0;2713400;45:13.4;8:39.8;0.0;1498000;24:58.0;4:09.2;;;;;;;;;;;;
158;Thomas Haugen;De Lange;0;m;Bærums Skiklub;NO;Serie;M18;00:00:00.000;Mål;5.0;OK;49;0;6;768872;;5.0;11858060;3:17:38.0;Mangler 1;0;418644;NOR;5.0;2754060;45:54.0;6:29.7;0.0;1712900;28:32.9;5:53.7;0.0;2219800;36:59.8;7:39.3;;;;;0.0;1398300;23:18.3;2:49.1;;;;;0.0;1317800;21:57.8;3:29.6;0.0;2455200;40:55.2;8:18.7;;;;;;;;;;;;;;;;;;;;
159;Eskild;Solum;0;m;Simostranda IL;NO;Serie;M18;00:00:00.000;Mål;5.0;OK;49;0;5;694778;Team Skiguard Buskerud;5.0;10371340;2:52:51.3;Mangler 2;0;418644;NOR;0.0;2858550;47:38.5;8:14.2;0.0;1595500;26:35.5;3:56.3;0.0;2037100;33:57.1;4:36.6;;;;;5.0;1353200;22:33.2;2:04.0;;;;;;;;;0.0;2526990;42:06.9;9:30.4;;;;;;;;;;;;;;;;;;;;
160;Ola;Olafsbye;0;m;Simostranda IL;NO;Serie;M18;00:00:00.000;Mål;5.0;OK;49;0;7;694767;Team Skiguard Buskerud;5.0;14180110;3:56:20.1;32:58.210;0;418644;NOR;0.0;2870310;47:50.3;8:26.0;5.0;1586500;26:26.5;3:47.3;0.0;2016500;33:36.5;4:16.0;;;;;0.0;1441400;24:01.4;3:32.2;;;;;0.0;1290500;21:30.5;3:02.3;0.0;2299100;38:19.1;5:42.6;0.0;2675800;44:35.8;8:02.2;0.0;1481700;24:41.7;3:52.9;;;;;;;;;;;;
161;Truls Løvaas;Søvik;0;m;Trondhjems Skiskyttere;NO;Serie;M18;00:00:00.000;Mål;5.0;OK;49;0;7;4211596;Trondheim Biathlon Team;5.0;14789070;4:06:29.0;43:07.170;0;418644;NOR;0.0;3110180;51:50.1;12:25.8;0.0;1601200;26:41.2;4:02.0;0.0;2094200;34:54.2;5:33.7;;;;;0.0;1435400;23:55.4;3:26.2;;;;;5.0;1246900;20:46.9;2:18.7;0.0;2485390;41:25.3;8:48.8;0.0;2815800;46:55.8;10:22.2;0.0;1453430;24:13.4;3:24.6;;;;;;;;;;;;
162;Torstein;WINGESTAD;0;m;Svene IL;NO;Serie;M18;00:00:00.000;Mål;4.0;OK;53;0;7;694804;Team Kongsberg;4.0;14661800;4:04:21.8;40:59.900;0;418644;NOR;0.0;3036910;50:36.9;11:12.6;4.0;1586900;26:26.9;3:47.7;0.0;2118600;35:18.6;5:58.1;;;;;0.0;1441600;24:01.6;3:32.4;;;;;0.0;1308300;21:48.3;3:20.1;0.0;2314190;38:34.1;5:57.6;0.0;2855300;47:35.3;11:01.7;0.0;1464690;24:24.6;3:35.8;;;;;;;;;;;;
163;Ole Marius;Sundby;0;m;Bjerke IL Ski;NO;Serie;M18;00:00:00.000;Mål;2.0;OK;54;0;4;694774;;2.0;7966600;2:12:46.6;Mangler 3;0;418644;NOR;2.0;2762800;46:02.8;6:38.5;0.0;1694600;28:14.6;5:35.4;0.0;2095500;34:55.5;5:35.0;;;;;0.0;1413700;23:33.7;3:04.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Magnus Sellie;Hansen;0;m;Skaun IL;NO;Serie;M18;00:00:00.000;Mål;2.0;OK;54;0;7;789242;Trondheim Biathlon Team;2.0;13376670;3:42:56.6;19:34.770;0;418644;NOR;0.0;2985780;49:45.7;10:21.4;0.0;1657900;27:37.9;4:58.7;0.0;2119900;35:19.9;5:59.4;;;;;0.0;1416600;23:36.6;3:07.4;;;;;0.0;1316700;21:56.7;3:28.5;0.0;2451640;40:51.6;8:15.1;0.0;2994500;49:54.5;13:20.9;2.0;1428150;23:48.1;2:59.3;;;;;;;;;;;;
165;Fredrik Arne;Grusd;0;m;Fossum IF;NO;Serie;M19;00:00:00.000;Mål;268.0;OK;1;0;7;431544;Wang Toppidrett;268.0;12194110;3:23:14.1;0:00.000;0;418646;NOR;17.0;2655500;44:15.5;4:49.2;45.0;1385100;23:05.1;1:26.6;45.0;1706200;28:26.2;0:03.6;;;;;40.0;1204300;20:04.3;0:30.0;;;;;;;;;;;;;;;;;50.0;2239600;37:19.6;0:00.0;50.0;1198900;19:58.9;0:00.0;;;;;21.0;1804510;30:04.5;1:15.4
166;Simen;Hårstad;0;m;Rennebu IL;NO;Serie;M19;00:00:00.000;Mål;240.0;OK;2;0;7;382840;NTG-L;240.0;12408870;3:26:48.8;3:34.760;0;418646;NOR;26.0;2605710;43:25.7;3:59.4;11.0;1498600;24:58.6;3:20.1;40.0;1727600;28:47.6;0:25.0;;;;;36.0;1235800;20:35.8;1:01.5;;;;;45.0;1101700;18:21.7;0:02.0;50.0;1975060;32:55.0;0:00.0;;;;;24.0;2446200;40:46.2;3:26.6;19.0;1316800;21:56.8;1:57.9;;;;;18.0;1838530;30:38.5;1:49.4
167;Lars Hammernes;Leopold;0;m;Asker Skiklubb;NO;Serie;M19;00:00:00.000;Mål;228.0;OK;3;0;7;1943743;NTG-G;228.0;11819650;3:16:59.6;6:14.460;0;418646;NOR;2.0;2775630;46:15.6;6:49.3;15.0;1479000;24:39.0;3:00.5;24.0;1768600;29:28.6;1:06.0;;;;;45.0;1187900;19:47.9;0:13.6;;;;;8.0;1213500;20:13.5;1:53.8;32.0;2072850;34:32.8;1:37.8;;;;;40.0;2275900;37:55.9;0:36.3;40.0;1272000;21:12.0;1:13.1;;;;;32.0;1763400;29:23.4;0:34.3
168;Johan-Olav;Botn;0;m;Stårheim IL;NO;Serie;M19;00:00:00.000;Mål;222.0;OK;4;0;7;4190032;NTG-L;222.0;12605200;3:30:05.2;6:51.090;0;418646;NOR;22.0;2623230;43:43.2;4:16.9;50.0;1298500;21:38.5;0:00.0;17.0;1796400;29:56.4;1:33.8;;;;;17.0;1296300;21:36.3;2:02.0;;;;;36.0;1123100;18:43.1;0:23.4;18.0;2150210;35:50.2;2:55.2;;;;;36.0;2343900;39:03.9;1:44.3;24.0;1308600;21:48.6;1:49.7;;;;;36.0;1757660;29:17.6;0:28.5
169;Eirik Silsand;Gerhardsen;0;m;Tromsø Skiskytterlag;NO;Serie;M19;00:00:00.000;Mål;209.0;OK;5;0;7;694606;NTG-T;209.0;12471780;3:27:51.7;4:37.670;0;418646;NOR;45.0;2473220;41:13.2;1:46.9;8.0;1511100;25:11.1;3:32.6;29.0;1755500;29:15.5;0:52.9;;;;;22.0;1266800;21:06.8;1:32.5;;;;;;;;;;;;;;;;;29.0;2429900;40:29.9;3:10.3;26.0;1306100;21:46.1;1:47.2;;;;;50.0;1729160;28:49.1;0:00.0
170;Kristoffer;Sørnes;0;m;Lier IL;NO;Serie;M19;00:00:00.000;Mål;205.0;OK;6;0;7;2965980;NTG-L;205.0;11939650;3:18:59.6;4:14.460;0;418646;NOR;14.0;2690180;44:50.1;5:23.8;0.0;1547200;25:47.2;4:08.7;21.0;1782500;29:42.5;1:19.9;;;;;26.0;1258800;20:58.8;1:24.5;;;;;50.0;1099700;18:19.7;0:00.0;45.0;1983050;33:03.0;0:08.0;;;;;4.0;2633800;43:53.8;6:34.2;29.0;1302700;21:42.7;1:43.8;;;;;20.0;1822720;30:22.7;1:33.6
171;Ole Christian;JOHNSRUD;0;m;Bjerke IL Ski;NO;Serie;M19;00:00:00.000;Mål;205.0;OK;7;0;7;2125134;NTG-G;205.0;13468600;3:44:28.6;21:14.490;0;418646;NOR;15.0;2680690;44:40.6;5:14.3;29.0;1433100;23:53.1;2:14.6;36.0;1730700;28:50.7;0:28.1;;;;;4.0;1333600;22:13.6;2:39.3;;;;;;;;;26.0;2102700;35:02.7;2:07.7;;;;;18.0;2504100;41:44.1;4:24.5;36.0;1279800;21:19.8;1:20.9;;;;;45.0;1737510;28:57.5;0:08.4
172;Eirik Kjøl;Tornes;0;m;Molde og Omegn IF;NO;Serie;M19;00:00:00.000;Mål;200.0;OK;8;0;7;925168;NTG-L;200.0;12801300;3:33:21.3;10:07.190;0;418646;NOR;24.0;2618860;43:38.8;4:12.5;36.0;1421000;23:41.0;2:02.5;50.0;1702600;28:22.6;0:00.0;;;;;15.0;1298200;21:38.2;2:03.9;;;;;20.0;1157400;19:17.4;0:57.7;29.0;2096840;34:56.8;2:01.8;;;;;20.0;2492400;41:32.4;4:12.8;21.0;1312200;21:52.2;1:53.3;;;;;19.0;1828800;30:28.8;1:39.7
173;Sigurd;Leren;0;m;Vingelen IL;SE;Serie;M19;00:00:00.000;Mål;175.0;OK;9;0;7;3523397;Team Toyota Slettum Bil;175.0;13279100;3:41:19.1;18:04.990;0;418646;SWE;50.0;2366350;39:26.3;0:00.0;32.0;1423200;23:43.2;2:04.7;20.0;1783100;29:43.1;1:20.5;;;;;0.0;1382700;23:02.7;3:28.4;;;;;26.0;1152700;19:12.7;0:53.0;14.0;2180870;36:20.8;3:25.8;;;;;16.0;2510500;41:50.5;4:30.9;1.0;1390200;23:10.2;3:11.3;;;;;17.0;1862380;31:02.3;2:13.2
